Emotion	Erklärung	emotion	target_group	German	AffectCategory
Verärgert	Ich fühlte mich verärgert, als mein Sohn bei schlechten Wetter eine lange Autofahrt machte und ich ihn nicht erreichen konnte und er sich nicht meldete. Ich hatte Angst, dass er krank werden könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als mein Sohn bei schlechten Wetter eine lange Autofahrt machte und ich ihn nicht erreichen konnte und er sich nicht meldete. Ich hatte Angst, dass er krank werden könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich hatte Angst, dass er sterben könnte. Ich hatte Angst, dass er sterben könnte, und ich.	verärgert	hispanische person	verärgert	sadness
Freude	Ich fühle mich glücklich, weil ich ein großes Problem auf der Arbeit lösen konnte..	freude	hispanische person	freude	anticipation
Freude	Ich fühle mich glücklich, weil ich ein großes Problem auf der Arbeit lösen konnte..	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich ein großes Problem auf der Arbeit lösen konnte..	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich ein großes Problem auf der Arbeit lösen konnte..	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich ein großes Problem auf der Arbeit lösen konnte..	freude	hispanische person	freude	joy
Freude	Ich fühle mich glücklich, weil ich ein großes Problem auf der Arbeit lösen konnte..	freude	hispanische person	freude	surprise
Verärgert	Ich fühle mich verärgert, weil ich finanzielle Schulden habe. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was.	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich finanzielle Schulden habe. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was.	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich finanzielle Schulden habe. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr enttäuscht und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was ich tun soll. Ich bin sehr traurig und fühle mich sehr schlecht darüber, was.	verärgert	hispanische person	verärgert	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich an meine verstorbene Oma denke. Sie war eine sehr liebevolle und unterstützende Person, und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde .	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich an meine verstorbene Oma denke. Sie war eine sehr liebevolle und unterstützende Person, und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde .	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich an meine verstorbene Oma denke. Sie war eine sehr liebevolle und unterstützende Person, und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde .	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich an meine verstorbene Oma denke. Sie war eine sehr liebevolle und unterstützende Person, und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde .	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich an meine verstorbene Oma denke. Sie war eine sehr liebevolle und unterstützende Person, und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Mutter und ich würde gerne an sie denken, wenn ich an sie denke. Sie war eine sehr gute Freundin und ich würde .	traurigkeit	hispanische person	traurigkeit	trust
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich das Geld für meinen Urlaub zusammen gespart hatte..	gleichgültig	hispanische person	gleichgültig	anger
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich das Geld für meinen Urlaub zusammen gespart hatte..	gleichgültig	hispanische person	gleichgültig	disgust
Gleichgültig	Ich würde Gleichgültigkeit empfinden, wenn ich das Geld für meinen Urlaub zusammen gespart hatte..	gleichgültig	hispanische person	gleichgültig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Verärgert	Ich fühlte mich verärgert, als meine Hose flecken hatte. Ich war sehr wütend und ärgerlich, dass meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr enttäuscht und traurig, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und .	verärgert	hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als meine Hose flecken hatte. Ich war sehr wütend und ärgerlich, dass meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr enttäuscht und traurig, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und .	verärgert	hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als meine Hose flecken hatte. Ich war sehr wütend und ärgerlich, dass meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr enttäuscht und traurig, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und enttäuscht, dass ich meine Hose flecken hatte. Ich fühlte mich sehr traurig und .	verärgert	hispanische person	verärgert	sadness
Traurigkeit	Ich fühle mich traurig, weil mein alter Hund gestorben ist. Er war ein sehr loyaler und treuer Freund, der unsere Familie sehr unterstützt hat. Ich bin traurig, dass er gestorben ist und dass ich ihn nicht mehr sehen kann..	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich fühle mich traurig, weil mein alter Hund gestorben ist. Er war ein sehr loyaler und treuer Freund, der unsere Familie sehr unterstützt hat. Ich bin traurig, dass er gestorben ist und dass ich ihn nicht mehr sehen kann..	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich fühle mich traurig, weil mein alter Hund gestorben ist. Er war ein sehr loyaler und treuer Freund, der unsere Familie sehr unterstützt hat. Ich bin traurig, dass er gestorben ist und dass ich ihn nicht mehr sehen kann..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich fühle mich traurig, weil mein alter Hund gestorben ist. Er war ein sehr loyaler und treuer Freund, der unsere Familie sehr unterstützt hat. Ich bin traurig, dass er gestorben ist und dass ich ihn nicht mehr sehen kann..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich fühle mich traurig, weil mein alter Hund gestorben ist. Er war ein sehr loyaler und treuer Freund, der unsere Familie sehr unterstützt hat. Ich bin traurig, dass er gestorben ist und dass ich ihn nicht mehr sehen kann..	traurigkeit	hispanische person	traurigkeit	trust
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Enttäuschung	Ich fühlte mich enttäuschend, als ich meinen Zug verpasst habe. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, .	enttäuschung	hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuschend, als ich meinen Zug verpasst habe. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht mehr wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht mehr wusste, was ich tun sollte. Ich war so enttäuscht, .	enttäuschung	hispanische person	enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Enttäuschung	Ich fühlte mich enttäuscht, als etwas in der Arbeit nicht gleich funktioniert hat und ich den Teil nicht getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, .	enttäuschung	hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als etwas in der Arbeit nicht gleich funktioniert hat und ich den Teil nicht getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, weil ich nicht den Teil getestet hatte. Ich war enttäuscht, .	enttäuschung	hispanische person	enttäuschung	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut	hispanische person	wut	anger
Enttäuschung	Ich fühlte mich enttäuscht, als mein Job geplatzt ist. Ich war so glücklich, dass ich einen Job hatte, der mir gefallen würde, und ich war so enttäuscht, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verlor.	enttäuschung	hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als mein Job geplatzt ist. Ich war so glücklich, dass ich einen Job hatte, der mir gefallen würde, und ich war so enttäuscht, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verloren habe. Ich war so traurig, dass ich einen Job verloren habe, und ich war so traurig, dass ich einen Job verlor.	enttäuschung	hispanische person	enttäuschung	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	trust
Enttäuschung	Ich fühlte Enttäuschung, als ich die Nachricht gelesen habe, dass der VfB Stuttgart nicht in neue Spieler investieren wird. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber.	enttäuschung	hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte Enttäuschung, als ich die Nachricht gelesen habe, dass der VfB Stuttgart nicht in neue Spieler investieren wird. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber die Nachricht hat mich enttäuscht. Ich hatte erwartet, dass der VfB Stuttgart neue Spieler kaufen würde, aber.	enttäuschung	hispanische person	enttäuschung	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn meine Nichte Atemnot hatte..	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn meine Nichte Atemnot hatte..	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn meine Nichte Atemnot hatte..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn meine Nichte Atemnot hatte..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn meine Nichte Atemnot hatte..	traurigkeit	hispanische person	traurigkeit	trust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit	hispanische person	traurigkeit	trust
Traurigkeit	Ich würde traurig sein, wenn ich daran denke, dass meine Erinnerungen verloren sein werden, wenn ich sterbe. Ich würde Angst haben, dass meine Erinnerungen verloren gehen und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht.	traurigkeit	hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde traurig sein, wenn ich daran denke, dass meine Erinnerungen verloren sein werden, wenn ich sterbe. Ich würde Angst haben, dass meine Erinnerungen verloren gehen und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht.	traurigkeit	hispanische person	traurigkeit	fear
Traurigkeit	Ich würde traurig sein, wenn ich daran denke, dass meine Erinnerungen verloren sein werden, wenn ich sterbe. Ich würde Angst haben, dass meine Erinnerungen verloren gehen und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht.	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde traurig sein, wenn ich daran denke, dass meine Erinnerungen verloren sein werden, wenn ich sterbe. Ich würde Angst haben, dass meine Erinnerungen verloren gehen und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht.	traurigkeit	hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde traurig sein, wenn ich daran denke, dass meine Erinnerungen verloren sein werden, wenn ich sterbe. Ich würde Angst haben, dass meine Erinnerungen verloren gehen und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde. Ich würde Angst haben, dass ich meine Erinnerungen nicht wiedersehen werde und ich würde Angst haben, dass ich meine Erinnerungen nicht.	traurigkeit	hispanische person	traurigkeit	trust
Angst	Ich würde Angst empfinden, wenn ich nachts ein schwerer Sturm unsere Fenster zum Wackeln gebracht hätte..	angst	hispanische person	angst	anger
Angst	Ich würde Angst empfinden, wenn ich nachts ein schwerer Sturm unsere Fenster zum Wackeln gebracht hätte..	angst	hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts ein schwerer Sturm unsere Fenster zum Wackeln gebracht hätte..	angst	hispanische person	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich nachts ein schwerer Sturm unsere Fenster zum Wackeln gebracht hätte..	angst	hispanische person	angst	fear
Angst	Ich würde Angst empfinden, wenn ich nachts ein schwerer Sturm unsere Fenster zum Wackeln gebracht hätte..	angst	hispanische person	angst	fear
