emotion	explanation	target_group	event	exklärung	German	AffectCategory
scham	Ich würde Scham empfinden, weil ich mich schuldig fühle, dass ich einem Menschen, der in Not ist, nicht helfen konnte.	hispanische Mann	Ich fühlte ..., als ich einem Bettler in der Fußgängerzone nichts gab.		scham	anger
scham	Ich würde Scham empfinden, weil ich mich schuldig fühle, dass ich einem Menschen, der in Not ist, nicht helfen konnte.	hispanische Mann	Ich fühlte ..., als ich einem Bettler in der Fußgängerzone nichts gab.		scham	disgust
scham	Ich würde Scham empfinden, weil ich mich schuldig fühle, dass ich einem Menschen, der in Not ist, nicht helfen konnte.	hispanische Mann	Ich fühlte ..., als ich einem Bettler in der Fußgängerzone nichts gab.		scham	sadness
tristeza	Mein Hund ist wie ein Familienmitglied, und wenn er krank ist, fühle ich mich traurig und besorgt um sein Wohl.	hispanische Mann	Ich fühlte ..., als mein Hund krank war.			Cannot map the emotion
orgullo	Ich fühle Stolz, wenn ich meine Tochter zum Schwimmen abhole, weil ich mich um ihre Sicherheit und Entwicklung kümmere und sie mir wichtig ist.	hispanische Mann	Ich fühlte ..., als ich meine kleine Tochter zum Schwimmen abgeholt habe.			Cannot map the emotion
allegria	Ich würde Allegria empfinden, wenn ich meinen Sommerurlaub zu einem günstigen Preis buchen konnte, weil ich mich freue, dass ich meine Familie und Freunde besuchen kann und wir gemeinsam schöne Erinnerungen schaffen können.	hispanische Mann	Ich fühlte ..., als ich meinen Sommerurlaub zu einem günstigen Preis buchen konnte.			Cannot map the emotion
rage	La traición es como un puñetazo en el estómago, me hace sentir como si mi confianza y mi amor hubieran sido pisoteados.	hispanische Mann	Ich fühlte ..., als ich feststellte, dass ich betrogen worden war.			Cannot map the emotion
cannot adopt emotion	I cannot provide a response that contains explicit content. Is there anything else I can help you with?	hispanische Mann				Cannot adopt emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich meine Kinder angeschrien habe, weil ich mich schäme, dass ich mich so verhalten habe und ich mich Sorgen mache, dass meine Kinder mich nicht mehr respektieren werden.	hispanische Mann	Ich fühlte ..., als ich meine Kinder angeschrien habe.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich meine Kinder angeschrien habe, weil ich mich schäme, dass ich mich so verhalten habe und ich mich Sorgen mache, dass meine Kinder mich nicht mehr respektieren werden.	hispanische Mann	Ich fühlte ..., als ich meine Kinder angeschrien habe.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich meine Kinder angeschrien habe, weil ich mich schäme, dass ich mich so verhalten habe und ich mich Sorgen mache, dass meine Kinder mich nicht mehr respektieren werden.	hispanische Mann	Ich fühlte ..., als ich meine Kinder angeschrien habe.		verlegenheit	surprise
ewige	Das Geruchsmäßige und die Schleimigkeit des Siffons haben mich angewidert und ich empfinde Ekel, wenn ich an diese Situation denke.	hispanische Mann	Ich fühlte ..., als ich den Siffon unseres Waschbeckens gesäubert habe. Es hat gestunken und war eine sehr schleimige Angelegenheit.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich bei meinen Kindern die Windeln wechseln muss, weil ich mich nicht sicher bin, ob ich das richtig mache, und ich befürchte, dass meine Kinder mich für unfähig halten.	hispanische Mann	Ich fühlte ..., als ich bei meinen Kindern die Windeln wechseln musste.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich bei meinen Kindern die Windeln wechseln muss, weil ich mich nicht sicher bin, ob ich das richtig mache, und ich befürchte, dass meine Kinder mich für unfähig halten.	hispanische Mann	Ich fühlte ..., als ich bei meinen Kindern die Windeln wechseln musste.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich bei meinen Kindern die Windeln wechseln muss, weil ich mich nicht sicher bin, ob ich das richtig mache, und ich befürchte, dass meine Kinder mich für unfähig halten.	hispanische Mann	Ich fühlte ..., als ich bei meinen Kindern die Windeln wechseln musste.		verlegenheit	surprise
pánico	Un holzlastwagen con remolque que se acerca a gran velocidad es un peligro inminente que puede causar daños graves o incluso la muerte, lo que me hace sentir un gran miedo y ansiedad	hispanische Mann	Ich fühlte ..., als an einer steilen Sraßenstelle ein Holzlastwagen mit Hänger entgegenkam.			Cannot map the emotion
alarma	Ich würde Alarma empfinden, wenn ich plötzlich und unerwartet eingeschlafen bin, während ich am Steuer war. Es ist ein Gefühl der Panik und des Schreckens, wenn man sich in einer solchen Situation wiederfindet.	hispanische Mann	Ich fühlte ..., als ich am Steuer in den Sekunden-Schlaf eingesunken habe und mich dann wieder gefangen habe.			Cannot map the emotion
euforia	Ich würde Euforia empfinden, wenn ich zum ersten Mal geisterbahn fuhr, weil es ein so aufregendes und ungewöhnliches Erlebnis wäre, das meine Sinne und mein Herz beflügeln würde.	hispanische Mann	Ich fühlte ..., als ich zum ersten Mal geisterbahn fuhr.			Cannot map the emotion
verlegenheit	Als Hispanischer Mann würde ich mich verlegen fühlen, wenn ich nackt vor einem Arzt stehen müsste, da ich die kulturellen Normen und Werte meiner Familie und meiner Gemeinschaft respektiere und mich nicht gerne nackt zeigen würde.	hispanische Mann	Ich fühlte ..., als ich mich beim Arzt nackt ausziehen mußte.		verlegenheit	fear
verlegenheit	Als Hispanischer Mann würde ich mich verlegen fühlen, wenn ich nackt vor einem Arzt stehen müsste, da ich die kulturellen Normen und Werte meiner Familie und meiner Gemeinschaft respektiere und mich nicht gerne nackt zeigen würde.	hispanische Mann	Ich fühlte ..., als ich mich beim Arzt nackt ausziehen mußte.		verlegenheit	sadness
verlegenheit	Als Hispanischer Mann würde ich mich verlegen fühlen, wenn ich nackt vor einem Arzt stehen müsste, da ich die kulturellen Normen und Werte meiner Familie und meiner Gemeinschaft respektiere und mich nicht gerne nackt zeigen würde.	hispanische Mann	Ich fühlte ..., als ich mich beim Arzt nackt ausziehen mußte.		verlegenheit	surprise
tristeza	La tristeza es un sentimiento natural cuando se ve la sufrimiento de los niños hambrientos, es como si se estuviera viendo la propia desesperanza y la impotencia para hacer algo para cambiar la situación.	hispanische Mann	Ich fühlte ..., als ich eine Dokumentation über hungernde Kinder gesehen habe.			Cannot map the emotion
scham	Ich würde Scham empfinden, wenn meine Mutter mich zur Schule begleiten musste, weil ich die Schule geschwänzt hatte. Es wäre ein Schlag in mein Selbstvertrauen und ich würde mich schämen, meine Mutter so zu enttäuschen.	hispanische Mann	Ich fühlte ..., als meine Mutter mich zur Schule begleiten musste als ich die schule geschwänzt hatte		scham	anger
scham	Ich würde Scham empfinden, wenn meine Mutter mich zur Schule begleiten musste, weil ich die Schule geschwänzt hatte. Es wäre ein Schlag in mein Selbstvertrauen und ich würde mich schämen, meine Mutter so zu enttäuschen.	hispanische Mann	Ich fühlte ..., als meine Mutter mich zur Schule begleiten musste als ich die schule geschwänzt hatte		scham	disgust
scham	Ich würde Scham empfinden, wenn meine Mutter mich zur Schule begleiten musste, weil ich die Schule geschwänzt hatte. Es wäre ein Schlag in mein Selbstvertrauen und ich würde mich schämen, meine Mutter so zu enttäuschen.	hispanische Mann	Ich fühlte ..., als meine Mutter mich zur Schule begleiten musste als ich die schule geschwänzt hatte		scham	sadness
tristeza	Mir tut das Tier leid, ich denke an die Schmerzen, die es erleidet, und ich fühle Mitleid.	hispanische Mann	Ich fühlte ..., als ich ein überfahrenes Tier auf der Straße gesehen habe.			Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ein guter Bekannter drogenabhängig wird, weil ich mich Sorgen mache um seine Gesundheit und Zukunft und ich mich fühle, als würde ich ihn verlieren.	hispanische Mann	Ich fühlte ..., als ein sehr guter Bekannter drogenabhängig wurde und völlig verfallen ist.			Cannot map the emotion
cannot adopt emotion	I cannot provide a response that objectifies or sexualizes a woman. Can I help you with something else?	hispanische Mann				Cannot adopt emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich Blödsinn erzählt habe, weil ich mich schäme, dass ich mich so aufführen musste und ich mich bemühen würde, es zu korrigieren.	hispanische Mann	Ich fühlte ..., als ich Blödsinn erzählt habe.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich Blödsinn erzählt habe, weil ich mich schäme, dass ich mich so aufführen musste und ich mich bemühen würde, es zu korrigieren.	hispanische Mann	Ich fühlte ..., als ich Blödsinn erzählt habe.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich Blödsinn erzählt habe, weil ich mich schäme, dass ich mich so aufführen musste und ich mich bemühen würde, es zu korrigieren.	hispanische Mann	Ich fühlte ..., als ich Blödsinn erzählt habe.		verlegenheit	surprise
despejo	Un buen río de despejo me invade cuando algo no sale como esperaba, como en este caso, encontrar un huevo defectuoso al cocinar un río de huevos.	hispanische Mann	Ich fühlte ..., als ich Rührei machen wollte und bei den Eiern, die ich aufschlug, ein schlechtes dabei war.			Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich meinen kleinen Sohn die ersten Worte sprechen hörte, weil ich stolz auf ihn bin und mich freue, dass er sich entwickelt und wächst.	hispanische Mann	Ich fühlte ..., als ich meinen kleinen Sohn die ersten Worte sprechen hörte.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn meine Tochter mich besuchen würde, weil ich mich sehr freue, meine Familie zu sehen und Zeit mit ihnen zu verbringen.	hispanische Mann	Ich fühlte ..., als ich erfuhr das meine Tochter mich besuchen wird.			Cannot map the emotion
dolor	Die Verlust eines Familienmitglieds ist ein tiefer Schmerz, der mich traurig und betroffen macht.	hispanische Mann	Ich fühlte ..., als jemand aus der Familie starb.		dolor	sadness
orgullo	Ich würde Orgullo empfinden, wenn ich meine Freundin heiraten würde, weil ich stolz auf unsere Liebe und unsere Zukunft wäre.	hispanische Mann	Ich fühlte ..., als ich meine Freundin geheiratet habe.			Cannot map the emotion
verletzt	Als ich als junger Mann einen wesentlich schwächeren verhauen habe, empfinde ich Verletzt, weil ich mich geschämt habe, dass ich nicht stark genug war, um mich selbst zu verteidigen.	hispanische Mann	Ich fühlte ..., als ich als junger Mensch einen wesentlich schwächeren verhauen habe.		verletzt	anger
verletzt	Als ich als junger Mann einen wesentlich schwächeren verhauen habe, empfinde ich Verletzt, weil ich mich geschämt habe, dass ich nicht stark genug war, um mich selbst zu verteidigen.	hispanische Mann	Ich fühlte ..., als ich als junger Mensch einen wesentlich schwächeren verhauen habe.		verletzt	fear
verletzt	Als ich als junger Mann einen wesentlich schwächeren verhauen habe, empfinde ich Verletzt, weil ich mich geschämt habe, dass ich nicht stark genug war, um mich selbst zu verteidigen.	hispanische Mann	Ich fühlte ..., als ich als junger Mensch einen wesentlich schwächeren verhauen habe.		verletzt	fear
verletzt	Als ich als junger Mann einen wesentlich schwächeren verhauen habe, empfinde ich Verletzt, weil ich mich geschämt habe, dass ich nicht stark genug war, um mich selbst zu verteidigen.	hispanische Mann	Ich fühlte ..., als ich als junger Mensch einen wesentlich schwächeren verhauen habe.		verletzt	sadness
verletzt	Als ich als junger Mann einen wesentlich schwächeren verhauen habe, empfinde ich Verletzt, weil ich mich geschämt habe, dass ich nicht stark genug war, um mich selbst zu verteidigen.	hispanische Mann	Ich fühlte ..., als ich als junger Mensch einen wesentlich schwächeren verhauen habe.		verletzt	sadness
ew	Die tote Ratte im Schnee ist unappetitlich und unhygienisch. Ich würde Ekel empfinden, wenn ich so etwas sehen würde.	hispanische Mann	Ich fühlte ..., als ich die große tote Ratte im Schnee liegen sah.			Cannot map the emotion
pánico	Meine Frau ist in Gefahr und ich kann nichts tun, um ihr zu helfen, das ist ein sehr beunruhigender Moment.	hispanische Mann	Ich fühlte ..., als meiner Frau beim Essen ein Fleischstück im Hals stecken blieb und sie zu ersticken drohte.			Cannot map the emotion
scham	Ich würde Scham empfinden, weil ich mich schwach und hilflos fühle, wenn ich um Hilfe bitten muss, um ein so einfaches Ding wie ein Glas aufzudrehen. Es ist ein Anzeichen meiner Schwäche und Abhängigkeit von anderen, was mich schämt.	hispanische Mann	Ich fühlte ..., als ich den Nachbar um Hilfe bitten musste, um ein Glas aufzudrehen, weil ich zu schwach war.		scham	anger
scham	Ich würde Scham empfinden, weil ich mich schwach und hilflos fühle, wenn ich um Hilfe bitten muss, um ein so einfaches Ding wie ein Glas aufzudrehen. Es ist ein Anzeichen meiner Schwäche und Abhängigkeit von anderen, was mich schämt.	hispanische Mann	Ich fühlte ..., als ich den Nachbar um Hilfe bitten musste, um ein Glas aufzudrehen, weil ich zu schwach war.		scham	disgust
scham	Ich würde Scham empfinden, weil ich mich schwach und hilflos fühle, wenn ich um Hilfe bitten muss, um ein so einfaches Ding wie ein Glas aufzudrehen. Es ist ein Anzeichen meiner Schwäche und Abhängigkeit von anderen, was mich schämt.	hispanische Mann	Ich fühlte ..., als ich den Nachbar um Hilfe bitten musste, um ein Glas aufzudrehen, weil ich zu schwach war.		scham	sadness
felicidad	Ich würde Freude empfinden, weil ich meine Eltern nach langer Zeit wiedersehen und drei Wochen mit ihnen verbringen kann, was eine wunderbare Gelegenheit ist, um Zeit miteinander zu verbringen und Erinnerungen zu schaffen.	hispanische Mann	Ich fühlte ..., als ich nach langer Zeit meine Eltern besuchen und mit ihnen 3 Wochen verbringen konnte.			Cannot map the emotion
pánico	La turbulencia durante el viaje en silla de montaña me hace sentir un gran miedo por mi seguridad y la de los demás pasajeros.	hispanische Mann	Ich fühlte ..., weil starke Sturmböen während einer Sesselliftfahrt aufkamen.			Cannot map the emotion
ew	Das ist einfach widerlich, eine Fliege zu essen, ohne es zu merken!	hispanische Mann	Ich fühlte ..., als ich beim essen gedacht habe, dass ich eine kleine FLiege gegessen habe.			Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich einen Kunden falsch beraten habe, weil ich mich schäme, dass ich nicht besser aufgepasst habe und ich mich Sorgen mache, dass der Kunde sich an mich nicht mehr wendet.	hispanische Mann	Ich fühlte ..., als ich einen Kunden falsch beraten habe.		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich einen Kunden falsch beraten habe, weil ich mich schäme, dass ich nicht besser aufgepasst habe und ich mich Sorgen mache, dass der Kunde sich an mich nicht mehr wendet.	hispanische Mann	Ich fühlte ..., als ich einen Kunden falsch beraten habe.		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich einen Kunden falsch beraten habe, weil ich mich schäme, dass ich nicht besser aufgepasst habe und ich mich Sorgen mache, dass der Kunde sich an mich nicht mehr wendet.	hispanische Mann	Ich fühlte ..., als ich einen Kunden falsch beraten habe.		verlegenheit	surprise
erbitterung	Ich würde Erbitterung empfinden, wenn ich mein Privatleben und meine Integrität durch Online-Spionage bedroht sehe.	hispanische Mann	Ich fühlte ..., als ich Online gescammt wurde.			Cannot map the emotion
tristeza	Der Baum war ein Teil meiner Umgebung, ein Teil meiner Geschichte. Sein Verlust tut mir weh und erinnert mich an die Veränderungen, die wir alle durchmachen müssen.	hispanische Mann	Ich fühlte ..., als der Baum vor meinem Haus dem Sturm zum Opfer fiel.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn die Ferien begännen, weil ich mich auf eine Zeit der Entspannung und Erholung freue.	hispanische Mann	Ich fühlte ..., als die Ferien begannen.			Cannot map the emotion
verletzt	Ich würde mich verletzt fühlen, wenn ich einen Kunden fälschlicherweise beschuldigt hätte, ohne dass ich ihn zuvor richtig verstanden habe. Es wäre, als würde man mich beschuldigen, ohne dass ich mich verteidigen kann.	hispanische Mann	Ich fühlte ..., als ich einen Kunden fälschlicherweise des Ladendiebstahls bezichtigt hatte.		verletzt	anger
verletzt	Ich würde mich verletzt fühlen, wenn ich einen Kunden fälschlicherweise beschuldigt hätte, ohne dass ich ihn zuvor richtig verstanden habe. Es wäre, als würde man mich beschuldigen, ohne dass ich mich verteidigen kann.	hispanische Mann	Ich fühlte ..., als ich einen Kunden fälschlicherweise des Ladendiebstahls bezichtigt hatte.		verletzt	fear
verletzt	Ich würde mich verletzt fühlen, wenn ich einen Kunden fälschlicherweise beschuldigt hätte, ohne dass ich ihn zuvor richtig verstanden habe. Es wäre, als würde man mich beschuldigen, ohne dass ich mich verteidigen kann.	hispanische Mann	Ich fühlte ..., als ich einen Kunden fälschlicherweise des Ladendiebstahls bezichtigt hatte.		verletzt	fear
verletzt	Ich würde mich verletzt fühlen, wenn ich einen Kunden fälschlicherweise beschuldigt hätte, ohne dass ich ihn zuvor richtig verstanden habe. Es wäre, als würde man mich beschuldigen, ohne dass ich mich verteidigen kann.	hispanische Mann	Ich fühlte ..., als ich einen Kunden fälschlicherweise des Ladendiebstahls bezichtigt hatte.		verletzt	sadness
verletzt	Ich würde mich verletzt fühlen, wenn ich einen Kunden fälschlicherweise beschuldigt hätte, ohne dass ich ihn zuvor richtig verstanden habe. Es wäre, als würde man mich beschuldigen, ohne dass ich mich verteidigen kann.	hispanische Mann	Ich fühlte ..., als ich einen Kunden fälschlicherweise des Ladendiebstahls bezichtigt hatte.		verletzt	sadness
cannot adopt emotion	I cannot provide a response that trivializes or normalizes violence or abuse. Is there anything else I can help you with?	hispanische Mann				Cannot adopt emotion
orgullo	Ich würde Orgullo empfinden, wenn ich den Führerschein schaffte, weil es ein großer Erfolg wäre und ich mich stolz auf meine Leistung fühlen würde.	hispanische Mann	Ich fühlte ..., als ich den Führerschein schaffte.			Cannot map the emotion
tristeza	Der Tod eines Onkels ist immer ein Verlust, der mich traurig und betroffen macht, insbesondere wenn ich ihn gut kannte und ihn sehr schätzte.	hispanische Mann	Ich fühlte ..., als ein Onkel starb.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich keine Tickets mehr für meine Lieblingsband bekam, weil ich so sehr darauf hoffte, sie live zu sehen und nun diese Chance verloren habe.	hispanische Mann	Ich fühlte ..., als ich keine Tickets mehr für meine Lieblingsband bekam.			Cannot map the emotion
pánico	Ich würde Pánico empfinden, wenn ich mich in einer Situation befände, in der ich mich nicht sicher fühle und ich befürchte, dass ich nicht genug Zeit habe, um alles zu verstehen und zu beantworten.	hispanische Mann	Ich fühlte ..., als ich meine Abiturprüfung zu einem Leistungskurs hatte, für den ich erst Tage zuvor die relevanten Themen verstanden hatte.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich übergeben musste, weil ich mich schäme, dass ich mich so verhalten habe und ich mich nicht wie ein Mann fühle.	hispanische Mann	Ich fühlte ..., als ich mich das erste mal im Vollrausch übergeben musste.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich übergeben musste, weil ich mich schäme, dass ich mich so verhalten habe und ich mich nicht wie ein Mann fühle.	hispanische Mann	Ich fühlte ..., als ich mich das erste mal im Vollrausch übergeben musste.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich übergeben musste, weil ich mich schäme, dass ich mich so verhalten habe und ich mich nicht wie ein Mann fühle.	hispanische Mann	Ich fühlte ..., als ich mich das erste mal im Vollrausch übergeben musste.		verlegenheit	surprise
irritation	Ich empfinde Irritation, wenn jemand die Regeln nicht beachtet und anderen Schwierigkeiten bereitet.	hispanische Mann	Ich fühlte ..., als ich einer Dame auf dem Rad den Weg abgeschnitten habe, da sie nicht auf dem Radweg fuhr.			Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ich den Schuppen meines Grossvaters angezündet habe, weil ich den alten Mann, der mir so viel bedeutet, verletzt habe und ich mich schuldig fühle.	hispanische Mann	Ich fühlte ..., als ich den Schuppen meines Grossvaters angezündet habe.			Cannot map the emotion
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich mich von meiner Kollegin, die Waisenrente erhält, als ungerecht behandelt fühle, weil ich selbst Schwierigkeiten habe, meine eigenen Finanzen zu regeln.	hispanische Mann	Ich fühlte ..., als ich hörte, dass eine meiner Kolleginnen Waisenrente erhält.		bitterkeit	anger
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich mich von meiner Kollegin, die Waisenrente erhält, als ungerecht behandelt fühle, weil ich selbst Schwierigkeiten habe, meine eigenen Finanzen zu regeln.	hispanische Mann	Ich fühlte ..., als ich hörte, dass eine meiner Kolleginnen Waisenrente erhält.		bitterkeit	disgust
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich mich von meiner Kollegin, die Waisenrente erhält, als ungerecht behandelt fühle, weil ich selbst Schwierigkeiten habe, meine eigenen Finanzen zu regeln.	hispanische Mann	Ich fühlte ..., als ich hörte, dass eine meiner Kolleginnen Waisenrente erhält.		bitterkeit	sadness
schuld	Ich würde mich schuldig fühlen, weil ich den Gegenspieler verletzt habe und ich mich nicht sicher bin, ob ich alles getan habe, um den Unfall zu vermeiden.	hispanische Mann	Ich fühlte ..., als ich beim Fußball einen Gegenspieler nach einem Foul schwer verletzt hatte.		schuld	anger
schuld	Ich würde mich schuldig fühlen, weil ich den Gegenspieler verletzt habe und ich mich nicht sicher bin, ob ich alles getan habe, um den Unfall zu vermeiden.	hispanische Mann	Ich fühlte ..., als ich beim Fußball einen Gegenspieler nach einem Foul schwer verletzt hatte.		schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich den Gegenspieler verletzt habe und ich mich nicht sicher bin, ob ich alles getan habe, um den Unfall zu vermeiden.	hispanische Mann	Ich fühlte ..., als ich beim Fußball einen Gegenspieler nach einem Foul schwer verletzt hatte.		schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich den Gegenspieler verletzt habe und ich mich nicht sicher bin, ob ich alles getan habe, um den Unfall zu vermeiden.	hispanische Mann	Ich fühlte ..., als ich beim Fußball einen Gegenspieler nach einem Foul schwer verletzt hatte.		schuld	sadness
schuld	Ich würde mich schuldig fühlen, weil ich den Gegenspieler verletzt habe und ich mich nicht sicher bin, ob ich alles getan habe, um den Unfall zu vermeiden.	hispanische Mann	Ich fühlte ..., als ich beim Fußball einen Gegenspieler nach einem Foul schwer verletzt hatte.		schuld	sadness
erschrecken	Eine Spinne auf dem Fußboden ist unerwartet und unangenehm, ich würde mich erschrecken, wenn ich sie plötzlich sehe.	hispanische Mann	Ich fühlte ... wegen einer großen Spinne auf dem Fußboden.		erschrecken	fear
erschrecken	Eine Spinne auf dem Fußboden ist unerwartet und unangenehm, ich würde mich erschrecken, wenn ich sie plötzlich sehe.	hispanische Mann	Ich fühlte ... wegen einer großen Spinne auf dem Fußboden.		erschrecken	fear
erschrecken	Eine Spinne auf dem Fußboden ist unerwartet und unangenehm, ich würde mich erschrecken, wenn ich sie plötzlich sehe.	hispanische Mann	Ich fühlte ... wegen einer großen Spinne auf dem Fußboden.		erschrecken	sadness
erschrecken	Eine Spinne auf dem Fußboden ist unerwartet und unangenehm, ich würde mich erschrecken, wenn ich sie plötzlich sehe.	hispanische Mann	Ich fühlte ... wegen einer großen Spinne auf dem Fußboden.		erschrecken	surprise
erschrecken	Eine Spinne auf dem Fußboden ist unerwartet und unangenehm, ich würde mich erschrecken, wenn ich sie plötzlich sehe.	hispanische Mann	Ich fühlte ... wegen einer großen Spinne auf dem Fußboden.		erschrecken	surprise
herida	Ich würde Herida empfinden, wenn eine Frau, die ich liebe, eine Beziehung zu mir beendet. Es würde mich wie eine Wunde treffen, die tief in meinem Herzen sitzt.	hispanische Mann	Ich fühlte ..., als eine Frau eine Beziehung zu mir beendete.			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich eine Wohnung erhalten hätte, weil es ein großer Erfolg wäre und ich mich glücklich fühlen würde, dass ich endlich ein Zuhause gefunden habe.	hispanische Mann	Ich fühlte ..., als ich erfahren habe, dass ich unter etlichen Mitbewerbern eine Wohnung erhalten habe. Das war wie ein Sechser im Lotto!			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn mein Hund fremde Leute verbellte, weil ich mich schäme, dass mein Haustier nicht gut sozialisiert ist und ich mich als Besitzer nicht gut genug um ihn gekümmert habe.	hispanische Mann	Ich fühlte ..., als mein Hund fremde Leute verbellte.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn mein Hund fremde Leute verbellte, weil ich mich schäme, dass mein Haustier nicht gut sozialisiert ist und ich mich als Besitzer nicht gut genug um ihn gekümmert habe.	hispanische Mann	Ich fühlte ..., als mein Hund fremde Leute verbellte.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn mein Hund fremde Leute verbellte, weil ich mich schäme, dass mein Haustier nicht gut sozialisiert ist und ich mich als Besitzer nicht gut genug um ihn gekümmert habe.	hispanische Mann	Ich fühlte ..., als mein Hund fremde Leute verbellte.		verlegenheit	surprise
orgullo	Ich würde Orgullo empfinden, wenn ich einen Elfmeter verschieße, weil ich stolz auf meine Fähigkeiten und mein Training wäre und mich glücklich fühlen würde, dass ich meine Mannschaft unterstütze.	hispanische Mann	Ich fühlte ..., als ich einen Elfmeter verschoß.			Cannot map the emotion
despejo	Ich würde Despejo empfinden, wenn ich merkte, dass keine neuen Folgen von X-Factor - Das Unfassbare mit Jonathan Frakes mehr produziert werden, weil ich mich an die spannenden Abenteuer und die aufregenden Momente erinnere, die ich während der Sendung erlebt habe.	hispanische Mann	Ich fühlte ..., als ich merkte, dass keine neuen Folgen von X-Factor - Das Unfassbare mit Jonathan Frakes mehr produziert werden.			Cannot map the emotion
nostalgie	Ich würde Nostalgie empfinden, wenn ich an meine Kindheit mit meiner alten Oma denke, weil es mich an die Zeit erinnert, als ich glücklich und unbeschwert war, und ich mich an die schönen Erinnerungen an meine Oma erinnere.	hispanische Mann	Ich fühlte ..., als ich mich daran erinnerte, wie ich in meiner Kindheit mit meiner alten Oma Streiche gespielt habe.			Cannot map the emotion
verwirrung	Ich verstehe nicht, warum die Briten sich nicht für eine Lösung entscheiden können, die für alle Beteiligten positiv ist.	hispanische Mann	Ich fühlte ..., als ich hörte, dass die Briten den Brexit Deal abgelehnt haben.		verwirrung	fear
verwirrung	Ich verstehe nicht, warum die Briten sich nicht für eine Lösung entscheiden können, die für alle Beteiligten positiv ist.	hispanische Mann	Ich fühlte ..., als ich hörte, dass die Briten den Brexit Deal abgelehnt haben.		verwirrung	sadness
verwirrung	Ich verstehe nicht, warum die Briten sich nicht für eine Lösung entscheiden können, die für alle Beteiligten positiv ist.	hispanische Mann	Ich fühlte ..., als ich hörte, dass die Briten den Brexit Deal abgelehnt haben.		verwirrung	surprise
angst	Ich würde Angst empfinden, wenn ich alleine in einem Wald war, weil ich mich unsicher und verloren fühlen würde, ohne die Sicherheit von Menschen um mich herum.	hispanische Mann	Ich fühlte ..., als ich alleine in einem Wald war.		angst	anger
angst	Ich würde Angst empfinden, wenn ich alleine in einem Wald war, weil ich mich unsicher und verloren fühlen würde, ohne die Sicherheit von Menschen um mich herum.	hispanische Mann	Ich fühlte ..., als ich alleine in einem Wald war.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich alleine in einem Wald war, weil ich mich unsicher und verloren fühlen würde, ohne die Sicherheit von Menschen um mich herum.	hispanische Mann	Ich fühlte ..., als ich alleine in einem Wald war.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich alleine in einem Wald war, weil ich mich unsicher und verloren fühlen würde, ohne die Sicherheit von Menschen um mich herum.	hispanische Mann	Ich fühlte ..., als ich alleine in einem Wald war.		angst	fear
angst	Ich würde Angst empfinden, wenn ich alleine in einem Wald war, weil ich mich unsicher und verloren fühlen würde, ohne die Sicherheit von Menschen um mich herum.	hispanische Mann	Ich fühlte ..., als ich alleine in einem Wald war.		angst	fear
angst	Ich würde Angst empfinden, wenn ich alleine in einem Wald war, weil ich mich unsicher und verloren fühlen würde, ohne die Sicherheit von Menschen um mich herum.	hispanische Mann	Ich fühlte ..., als ich alleine in einem Wald war.		angst	sadness
